Randomly Generated Puzzle Boxes 
Number of Rows: 12
Number of Columns: 10
Random Number Generator Seed: 1541825771
Evolutionary Algorithm Paramenters: 
Initialization: Uniform Random
Population Size: 300
Number of Offspring per Generation: 100
Mutation Rate: 0.05
Fitness Function: Constraint Satisfaction Fitness Function
Penalty Coefficient: 1.5
Parent Selection Operator: Fitness Proportional Selection
Survival Strategy: Plus
Survival Selection Operator: k-Tournament Selection without replacement

Result Log
Run 1
300	0	-7.5	0
400	0	-7.5	0
500	0	-7.5	0
600	0	-7.5	0
700	0	-7.5	0
800	0	-7.5	0
900	0	-7.5	0
1000	0	-7.5	0
1100	0	-7.5	0
1200	0	-7.5	0
1300	0	-7.5	0
1400	0	-7.5	0
1500	0	-7.5	0
1600	0	-7.5	0
1700	0	-7.5	0
1800	0	-7.5	0
1900	0	-7.5	0
2000	0	-7.5	0
2100	0	-7.5	0
2200	0	-7.5	0
2300	0	-7.5	0
2400	0	-7.5	0
2500	0	-7.5	0
2600	0	-7.5	0
2700	0	-7.5	0
2800	0	-7.5	0
2900	0	-7.5	0
3000	0	-7.5	0
3100	0	-7.5	0
3200	0	-7.5	0
3300	0	-7.5	0
3400	0	-7.5	0
3500	0	-7.5	0
3600	0	-7.5	0
3700	0	-7.5	0
3800	0	-7.5	0
3900	0	-7.5	0
4000	0	-7.5	0
4100	0	-7.5	0
4200	0	-7.5	0
4300	0	-7.5	0
4400	0	-7.5	0
4500	0	-7.5	0
4600	0	-7.5	0
4700	0	-7.5	0
4800	0	-7.5	0
4900	0	-7.5	0
5000	0	-7.5	0
5100	0	-7.5	0
5200	0	-7.5	0
5300	0	-7.5	0
5400	0	-7.5	0
5500	0	-7.5	0
5600	0	-7.5	0
5700	0	-7.5	0
5800	0	-7.5	0
5900	0	-7.5	0
6000	0	-7.5	0
6100	0	-7.5	0
6200	0	-7.5	0
6300	0	-7.5	0
6400	0	-7.5	0
6500	0	-7.5	0
6600	0	-7.5	0
6700	0	-7.5	0
6800	0	-7.5	0
6900	0	-7.5	0
7000	0	-7.5	0
7100	0	-7.5	0
7200	0	-7.5	0
7300	0	-7.5	0
7400	0	-7.5	0
7500	0	-7.5	0
7600	0	-7.5	0
7700	0	-7.5	0
7800	0	-7.5	0
7900	0	-7.5	0
8000	0	-7.5	0
8100	0	-7.5	0
8200	0	-7.5	0
8300	0	-7.5	0
8400	0	-7.5	0
8500	0	-7.5	0
8600	0	-7.5	0
8700	0	-7.5	0
